casnr;subst_name;variable_id;cas;ec50f_al4896_fin;ec50f_al4896_tax;ec50f_al4896_n;ec50f_al4896_src;ec50f_da48_fin;ec50f_da48_tax;ec50f_da48_n;ec50f_da48_src;ec50f_fi96_fin;ec50f_fi96_tax;ec50f_fi96_n;ec50f_fi96_src;ec50f_ma4896_fin;ec50f_ma4896_tax;ec50f_ma4896_n;ec50f_ma4896_src
93721;Fenoprop;311;NA;218197;Pseudokirchneriella subcapitata;1;malaj;140000;Daphnia magna;1;ppdb;350;Gambusia affinis;21;epa;340;Pteronarcys californica;9;epa
93765;2,4,5-T;70;NA;28042;Pseudokirchneriella subcapitata;1;malaj;5000;Daphnia magna;1;malaj;1300;Oncorhynchus mykiss;1;ppdb;5000;Daphnia magna;1;malaj
94051088;Quizalofop-P;934;NA;262.4;Pseudokirchneriella subcapitata;7;epa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
94125345;Prosulfuron;928;NA;NA;NA;NA;NA;120000;Daphnia magna;1;epa;155000;Cyprinodon variegatus;4;epa;120000;Daphnia magna;1;epa
94361065;Cyproconazol;NA;NA;NA;NA;NA;NA;26000;Daphnia magna;1;epa;19000;Oncorhynchus mykiss;3;epa;9600;Americamysis bahia;2;epa
94746;MCPA;399;NA;0.3;Gomphonema sp.;21;epa;190000;Daphnia magna;1;malaj;1920;Cyprinodon variegatus;8;epa;1000;Americamysis bahia;3;epa
94757;2,4-D;63;NA;55;Gomphonema sp.;10;epa;148281;Daphnia magna;1;malaj;242.22;Aphanius fasciatus;99;epa;1850;Spicodiaptomus chelospinus;28;epa
94815;MCPB;NA;NA;41000;Pseudokirchneriella subcapitata;1;malaj;55000;Daphnia magna;1;malaj;3300;Lepomis macrochirus;2;epa;55000;Daphnia magna;1;malaj
94826;2,4-DB;64;NA;33636;Pseudokirchneriella subcapitata;1;malaj;25000;Daphnia magna;1;malaj;3500;Oncorhynchus mykiss;1;ppdb;15000;Pteronarcys californica;3;epa
950378;Methidathion;695;NA;7503.8;Pseudokirchneriella subcapitata;7;epa;6.4;Daphnia magna;1;ppdb;9;Lepomis macrochirus;16;epa;0.7;Americamysis bahia;16;epa
95266403;Trinexapac-ethyl;944;NA;14000;Pseudokirchneriella subcapitata;1;epa;NA;NA;NA;NA;35000;Ictalurus punctatus;5;epa;6500;Americamysis bahia;1;epa
95476;O-Xylene;NA;NA;4450;Pseudokirchneriella subcapitata;1;malaj;17500;Daphnia magna;1;malaj;16400;Pimephales promelas;1;malaj;17500;Daphnia magna;1;malaj
95487;2-methyl-phenol;NA;NA;65000;Pseudokirchneriella subcapitata;1;malaj;14689;Daphnia magna;1;malaj;14000;Pimephales promelas;1;malaj;14689;Daphnia magna;1;malaj
95501;1,2-dichlorobenzene;NA;NA;49800;Pseudokirchneriella subcapitata;1;malaj;2300;Daphnia magna;1;malaj;9470;Pimephales promelas;1;malaj;2300;Daphnia magna;1;malaj
95617097;Fenoxaprop;644;NA;890.8;Pseudokirchneriella subcapitata;9;epa;1260;Daphnia magna;1;ppdb;72200;Oncorhynchus mykiss;1;ppdb;1260;Daphnia magna;1;ppdb
95874;2,5-dimethylphenol;NA;NA;7053;Pseudokirchneriella subcapitata;1;malaj;6750;Daphnia magna;1;malaj;18457;Pimephales promelas;1;malaj;6750;Daphnia magna;1;malaj
95954;2,4,5-trichlorophenol;NA;NA;1200;Pseudokirchneriella subcapitata;1;malaj;900;Daphnia magna;1;malaj;902;Pimephales promelas;1;malaj;900;Daphnia magna;1;malaj
95977290;Haloxyfop-P;906;NA;1075.6;Pseudokirchneriella subcapitata;6;epa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
959988;Alpha-Endosulfan;NA;NA;NA;NA;NA;NA;440;Daphnia magna;1;malaj;0.16;Channa punctata;5;epa;0.7;Jappa kutera;9;epa
962583;NA;NA;962-58-3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
96457;Ethylenethiourea (ETU);NA;NA;93800;Pseudokirchneriella subcapitata;1;malaj;21600;Daphnia magna;1;malaj;NA;NA;NA;NA;21600;Daphnia magna;1;malaj
96489713;Pyridaben;1221;NA;17;Pseudokirchneriella subcapitata;1;ppdb;1;Daphnia magna;1;ppdb;0.7;Oncorhynchus mykiss;1;ppdb;1;Daphnia magna;1;ppdb
96525234;flurtamone;NA;NA;20;Pseudokirchneriella subcapitata;1;ppdb;13000;Daphnia magna;1;ppdb;7000;Oncorhynchus mykiss;1;ppdb;13000;Daphnia magna;1;ppdb
97234;dichlorophen;NA;97-23-4;NA;NA;NA;NA;NA;NA;NA;NA;310;Pimephales promelas;2;epa;50;Spicodiaptomus chelospinus;2;epa
98168;3-Trifluormethylanilin;1165;NA;NA;NA;NA;NA;2700;Daphnia magna;1;epa;NA;NA;NA;NA;2700;Daphnia magna;1;epa
99129212;Clethodim;851;NA;22867.6;Pseudokirchneriella subcapitata;5;epa;20200;Daphnia magna;1;epa;19000;Oncorhynchus mykiss;7;epa;20200;Daphnia magna;4;epa
99387890;triflumizole;NA;NA;1660;Scenedesmus subspicatus;1;ppdb;2110;Daphnia magna;1;ppdb;570;Oncorhynchus mykiss;1;ppdb;2110;Daphnia magna;1;ppdb
99607702;cloquintocet-mexyl;NA;99607-70-2;NA;NA;NA;NA;820;Daphnia magna;2;epa;970;Oncorhynchus mykiss;3;epa;820;Daphnia magna;2;epa
999815;chlormequat chloride;NA;999-81-5;207000;Anabaena flosaquae;2;epa;16700;Daphnia magna;1;epa;1.00E+05;Ictalurus punctatus;7;epa;16700;Daphnia magna;2;epa
